"msr_id","msr_code","msr_name","msr_description","msr_is_active","msr_sort","created_at","updated_at","created_by","updated_by"
"01ff2df8-37e1-491c-a0b3-e08eeaed6481",SUPPORT_SALES,ซับพอตเซล,คนที่ทำทุกอย่างให้ เซล,1,0,2026-02-05 10:50:23.000,2026-02-05 10:50:50.000,,
"0e5ed285-3832-4fcc-bc91-9ea559727c19",SALES_ONLINE,ลูกน้อง Online,Admin ตอบแชท,1,3,2025-12-16 14:08:25.000,2025-12-16 14:08:25.000,,
"8683469d-6cfa-4e82-ab35-2723187ab870",TEST,test,test,1,0,2025-12-15 16:07:53.000,2025-12-15 16:07:53.000,,
"87bcd832-5af2-4e3f-bcad-40e46efaffd5",SALES_OFFLINE,ลูกน้อง Offline,Sales ออกนอกพื้นที่ไปหาลูกค้า,1,4,2025-12-16 14:09:29.000,2025-12-16 14:09:29.000,,
b6cfd000-2f18-4055-a9cd-05523d7aa20e,HEAD_OFFLINE,หัวหน้าฝ่ายออฟไลน์,หัวหน้าทีมขายช่องทางออฟไลน์,1,2,2025-12-15 14:47:25.000,2025-12-15 14:47:25.000,,
c31db03d-cf6c-4403-95c4-16b515511b3a,HEAD_ONLINE,หัวหน้าฝ่ายออนไลน์,หัวหน้าทีมขายช่องทางออนไลน์,1,1,2025-12-15 14:47:25.000,2025-12-15 14:47:25.000,,
